record_id,year,AverageTemperatureFahr,AverageTemperatureUncertaintyFahr,City,Country
475755,1967,63.473,32.5364,Auckland,New Zealand
475756,1968,64.5332,32.9432,Auckland,New Zealand
475757,1968,66.0722,33.7244,Auckland,New Zealand
475758,1968,69.3158,33.0818,Auckland,New Zealand
475759,1968,62.3138,32.855,Auckland,New Zealand
475760,1968,59.0468,32.4932,Auckland,New Zealand
475761,1968,56.2172,32.7056,Auckland,New Zealand
475762,1968,53.4398,32.7704,Auckland,New Zealand
475763,1968,54.3776,32.4878,Auckland,New Zealand
475764,1968,53.8484,32.5958,Auckland,New Zealand
475765,1968,56.1704,33.2744,Auckland,New Zealand
475766,1968,58.0892,32.6246,Auckland,New Zealand
475767,1968,60.9044,32.9828,Auckland,New Zealand
475768,1969,64.1264,32.5886,Auckland,New Zealand
475769,1969,65.228,32.6318,Auckland,New Zealand
475770,1969,63.662,33.4022,Auckland,New Zealand
475771,1969,60.7388,32.4914,Auckland,New Zealand
475772,1969,58.4348,32.531,Auckland,New Zealand
475773,1969,54.2552,33.8468,Auckland,New Zealand
475774,1969,51.1268,32.558,Auckland,New Zealand
475775,1969,53.636,32.6912,Auckland,New Zealand
475776,1969,56.6132,32.5004,Auckland,New Zealand
475777,1969,55.3622,32.5742,Auckland,New Zealand
475778,1969,60.8792,32.8388,Auckland,New Zealand
475779,1969,65.6708,32.8766,Auckland,New Zealand
475780,1970,68.6876,33.0152,Auckland,New Zealand
475781,1970,67.1702,33.2618,Auckland,New Zealand
475782,1970,67.5014,32.792,Auckland,New Zealand
475783,1970,63.149,32.7686,Auckland,New Zealand
475784,1970,57.695,32.7146,Auckland,New Zealand
475785,1970,55.9688,32.4248,Auckland,New Zealand
475786,1970,54.6188,32.612,Auckland,New Zealand
475787,1970,55.2938,32.5382,Auckland,New Zealand
475788,1970,56.9786,32.7398,Auckland,New Zealand
475789,1970,58.478,32.513,Auckland,New Zealand
475790,1970,60.764,32.4464,Auckland,New Zealand
475791,1970,64.9526,32.8118,Auckland,New Zealand
475792,1971,67.6724,32.792,Auckland,New Zealand
475793,1971,68.5382,32.7272,Auckland,New Zealand
475794,1971,65.0102,32.531,Auckland,New Zealand
475795,1971,62.5442,32.5202,Auckland,New Zealand
475796,1971,59.4446,32.6696,Auckland,New Zealand
475797,1971,58.6652,32.4716,Auckland,New Zealand
475798,1971,53.4488,32.5598,Auckland,New Zealand
475799,1971,56.1344,32.6264,Auckland,New Zealand
475800,1971,56.192,32.387,Auckland,New Zealand
475801,1971,57.6878,32.9756,Auckland,New Zealand
475802,1971,60.197,32.819,Auckland,New Zealand
475803,1971,63.8438,32.5274,Auckland,New Zealand
475804,1972,64.7312,32.5634,Auckland,New Zealand
475805,1972,65.201,32.729,Auckland,New Zealand
475806,1972,67.2116,32.639,Auckland,New Zealand
475807,1972,62.6378,32.603,Auckland,New Zealand
475808,1972,58.4708,32.5688,Auckland,New Zealand
475809,1972,53.1806,32.6912,Auckland,New Zealand
475810,1972,54.599,32.5742,Auckland,New Zealand
475811,1972,52.2698,32.5148,Auckland,New Zealand
475812,1972,56.0624,32.684,Auckland,New Zealand
475813,1972,57.9398,32.6966,Auckland,New Zealand
475814,1972,63.527,32.8388,Auckland,New Zealand
475815,1972,61.8188,32.9774,Auckland,New Zealand
475816,1973,66.1532,33.3518,Auckland,New Zealand
475817,1973,66.6176,33.6362,Auckland,New Zealand
475818,1973,66.317,32.6264,Auckland,New Zealand
475819,1973,62.132,32.846,Auckland,New Zealand
475820,1973,59.8964,32.6462,Auckland,New Zealand
475821,1973,56.7752,32.5706,Auckland,New Zealand
475822,1973,53.465,32.6444,Auckland,New Zealand
475823,1973,55.3514,32.5256,Auckland,New Zealand
475824,1973,56.9282,32.3456,Auckland,New Zealand
475825,1973,58.379,32.5346,Auckland,New Zealand
475826,1973,62.6666,32.5274,Auckland,New Zealand
475827,1973,64.7042,32.8316,Auckland,New Zealand
475828,1974,66.092,33.2384,Auckland,New Zealand
475829,1974,71.1284,32.7308,Auckland,New Zealand
475830,1974,64.589,32.8838,Auckland,New Zealand
475831,1974,63.3956,32.4572,Auckland,New Zealand
475832,1974,59.5328,32.702,Auckland,New Zealand
475833,1974,56.1704,32.405,Auckland,New Zealand
475834,1974,56.147,32.63,Auckland,New Zealand
475835,1974,54.2534,32.5202,Auckland,New Zealand
475836,1974,56.6654,32.5256,Auckland,New Zealand
475837,1974,57.8534,32.4068,Auckland,New Zealand
475838,1974,61.898,32.5796,Auckland,New Zealand
475839,1974,65.444,32.504,Auckland,New Zealand
475840,1975,67.8452,33.413,Auckland,New Zealand
475841,1975,68.5598,32.6102,Auckland,New Zealand
475842,1975,67.433,32.4644,Auckland,New Zealand
475843,1975,62.6684,32.4356,Auckland,New Zealand
475844,1975,61.0394,32.621,Auckland,New Zealand
475845,1975,54.1148,32.477,Auckland,New Zealand
475846,1975,53.096,32.8154,Auckland,New Zealand
475847,1975,55.283,32.927,Auckland,New Zealand
475848,1975,56.0678,32.711,Auckland,New Zealand
475849,1975,58.6814,32.5076,Auckland,New Zealand
475850,1975,60.116,32.4356,Auckland,New Zealand
475851,1975,62.6558,32.6264,Auckland,New Zealand
475852,1976,66.4214,32.54,Auckland,New Zealand
475853,1976,62.8934,32.8766,Auckland,New Zealand
475854,1976,66.2576,32.6336,Auckland,New Zealand
475855,1976,62.6774,32.4338,Auckland,New Zealand
475856,1976,57.155,32.8496,Auckland,New Zealand
475857,1976,53.7512,32.5832,Auckland,New Zealand
475858,1976,53.645,32.8082,Auckland,New Zealand
475859,1976,55.652,32.6786,Auckland,New Zealand
475860,1976,54.5702,32.4374,Auckland,New Zealand
475861,1976,56.5322,32.522,Auckland,New Zealand
475862,1976,58.2476,32.5238,Auckland,New Zealand
475863,1976,62.4074,32.5184,Auckland,New Zealand
475864,1977,64.2578,32.5688,Auckland,New Zealand
475865,1977,66.686,32.5544,Auckland,New Zealand
475866,1977,66.5114,32.7038,Auckland,New Zealand
475867,1977,62.0132,32.549,Auckland,New Zealand
475868,1977,55.6142,32.5184,Auckland,New Zealand
475869,1977,55.5926,32.5274,Auckland,New Zealand
475870,1977,54.5,32.5958,Auckland,New Zealand
475871,1977,53.9312,32.495,Auckland,New Zealand
475872,1977,52.1672,32.3888,Auckland,New Zealand
475873,1977,55.868,32.3132,Auckland,New Zealand
475874,1977,58.3574,32.4896,Auckland,New Zealand
475875,1977,61.1384,32.6156,Auckland,New Zealand
475876,1978,66.6644,32.549,Auckland,New Zealand
475877,1978,68.4968,32.6408,Auckland,New Zealand
475878,1978,66.4754,32.531,Auckland,New Zealand
475879,1978,64.5404,32.5328,Auckland,New Zealand
475880,1978,58.82,32.468,Auckland,New Zealand
475881,1978,55.6556,32.8802,Auckland,New Zealand
475882,1978,54.4028,32.4356,Auckland,New Zealand
475883,1978,54.1112,32.5022,Auckland,New Zealand
475884,1978,55.1444,32.5148,Auckland,New Zealand
475885,1978,54.9086,32.81,Auckland,New Zealand
475886,1978,60.4256,32.5616,Auckland,New Zealand
475887,1978,63.1976,32.5508,Auckland,New Zealand
475888,1979,67.388,32.7524,Auckland,New Zealand
475889,1979,66.1424,32.9288,Auckland,New Zealand
475890,1979,67.955,32.5256,Auckland,New Zealand
475891,1979,61.9412,32.5634,Auckland,New Zealand
475892,1979,58.514,32.4482,Auckland,New Zealand
475893,1979,57.3746,32.7794,Auckland,New Zealand
475894,1979,53.9672,32.4518,Auckland,New Zealand
475895,1979,54.2336,32.9522,Auckland,New Zealand
475896,1979,55.7744,32.6624,Auckland,New Zealand
475897,1979,57.4214,32.576,Auckland,New Zealand
475898,1979,60.9962,32.4068,Auckland,New Zealand
475899,1979,63.1238,32.4284,Auckland,New Zealand
475900,1980,66.0614,32.7848,Auckland,New Zealand
475901,1980,66.9218,32.6858,Auckland,New Zealand
475902,1980,63.7556,32.4446,Auckland,New Zealand
475903,1980,60.125,32.5886,Auckland,New Zealand
475904,1980,58.406,32.5508,Auckland,New Zealand
475905,1980,55.7384,32.4986,Auckland,New Zealand
475906,1980,53.7728,32.6336,Auckland,New Zealand
475907,1980,53.2238,32.5868,Auckland,New Zealand
475908,1980,56.381,32.549,Auckland,New Zealand
475909,1980,58.2512,32.5292,Auckland,New Zealand
475910,1980,59.4212,32.4842,Auckland,New Zealand
475911,1980,62.2436,32.6588,Auckland,New Zealand
475912,1981,68.018,32.5886,Auckland,New Zealand
475913,1981,68.549,33.2438,Auckland,New Zealand
475914,1981,68.6048,32.3762,Auckland,New Zealand
475915,1981,63.5522,32.5922,Auckland,New Zealand
475916,1981,58.6724,32.702,Auckland,New Zealand
475917,1981,57.4268,32.8982,Auckland,New Zealand
475918,1981,54.0176,32.6642,Auckland,New Zealand
475919,1981,53.411,32.4122,Auckland,New Zealand
475920,1981,54.887,32.6714,Auckland,New Zealand
475921,1981,56.2982,32.5958,Auckland,New Zealand
475922,1981,59.738,32.3438,Auckland,New Zealand
475923,1981,65.2892,32.5292,Auckland,New Zealand
475924,1982,66.7814,32.3276,Auckland,New Zealand
475925,1982,68.1818,32.7992,Auckland,New Zealand
475926,1982,64.5062,32.5886,Auckland,New Zealand
475927,1982,59.5724,32.7002,Auckland,New Zealand
475928,1982,58.4402,32.4536,Auckland,New Zealand
475929,1982,53.5244,32.7002,Auckland,New Zealand
475930,1982,52.5254,32.3474,Auckland,New Zealand
475931,1982,53.6306,32.5436,Auckland,New Zealand
475932,1982,55.0832,32.4986,Auckland,New Zealand
475933,1982,55.1894,32.3348,Auckland,New Zealand
475934,1982,61.7648,32.5814,Auckland,New Zealand
475935,1982,62.0456,32.468,Auckland,New Zealand
475936,1983,64.121,32.7434,Auckland,New Zealand
475937,1983,65.3774,33.1196,Auckland,New Zealand
475938,1983,66.2036,32.8586,Auckland,New Zealand
475939,1983,62.1266,32.6192,Auckland,New Zealand
475940,1983,58.1216,32.5184,Auckland,New Zealand
475941,1983,55.4864,32.5544,Auckland,New Zealand
475942,1983,51.5678,32.711,Auckland,New Zealand
475943,1983,54.122,32.369,Auckland,New Zealand
475944,1983,56.5376,32.5112,Auckland,New Zealand
475945,1983,58.1144,32.4176,Auckland,New Zealand
475946,1983,59.7308,32.5292,Auckland,New Zealand
475947,1983,61.9916,32.522,Auckland,New Zealand
475948,1984,63.3542,32.4032,Auckland,New Zealand
475949,1984,66.11,32.6498,Auckland,New Zealand
475950,1984,66.4862,32.8172,Auckland,New Zealand
475951,1984,61.169,32.5292,Auckland,New Zealand
475952,1984,58.1648,32.3834,Auckland,New Zealand
475953,1984,56.156,32.7146,Auckland,New Zealand
475954,1984,55.2488,32.486,Auckland,New Zealand
475955,1984,55.9382,32.7524,Auckland,New Zealand
475956,1984,55.0238,32.54,Auckland,New Zealand
475957,1984,56.3198,32.4644,Auckland,New Zealand
475958,1984,62.6504,32.45,Auckland,New Zealand
475959,1984,65.9354,32.504,Auckland,New Zealand
475960,1985,67.5536,32.5022,Auckland,New Zealand
475961,1985,66.5942,32.5562,Auckland,New Zealand
475962,1985,65.2676,32.4248,Auckland,New Zealand
475963,1985,61.7018,32.9648,Auckland,New Zealand
475964,1985,57.0902,33.0692,Auckland,New Zealand
475965,1985,56.759,32.675,Auckland,New Zealand
475966,1985,56.1236,32.6732,Auckland,New Zealand
475967,1985,53.8016,32.5202,Auckland,New Zealand
475968,1985,56.3036,32.6102,Auckland,New Zealand
475969,1985,56.399,32.6642,Auckland,New Zealand
475970,1985,59.9918,32.5652,Auckland,New Zealand
475971,1985,64.4414,32.8136,Auckland,New Zealand
475972,1986,68.5022,32.8352,Auckland,New Zealand
475973,1986,67.5734,32.72,Auckland,New Zealand
475974,1986,65.165,32.7974,Auckland,New Zealand
475975,1986,62.6648,32.6696,Auckland,New Zealand
475976,1986,59.1584,32.6192,Auckland,New Zealand
475977,1986,55.2182,32.6138,Auckland,New Zealand
475978,1986,53.123,32.9198,Auckland,New Zealand
475979,1986,53.0978,32.6588,Auckland,New Zealand
475980,1986,55.3568,32.5976,Auckland,New Zealand
475981,1986,58.406,32.36,Auckland,New Zealand
475982,1986,60.5264,32.4248,Auckland,New Zealand
475983,1986,63.0554,32.9378,Auckland,New Zealand
475984,1987,67.5842,32.5922,Auckland,New Zealand
475985,1987,65.8292,32.6444,Auckland,New Zealand
475986,1987,63.8888,32.7146,Auckland,New Zealand
475987,1987,62.2364,32.7146,Auckland,New Zealand
475988,1987,58.5698,32.3708,Auckland,New Zealand
475989,1987,55.751,32.7542,Auckland,New Zealand
475990,1987,54.3848,32.7614,Auckland,New Zealand
475991,1987,55.3244,32.4788,Auckland,New Zealand
475992,1987,56.3054,32.4518,Auckland,New Zealand
475993,1987,58.2386,32.4194,Auckland,New Zealand
475994,1987,60.9998,32.3978,Auckland,New Zealand
475995,1987,63.9176,32.4284,Auckland,New Zealand
475996,1988,65.8328,33.0476,Auckland,New Zealand
475997,1988,68.5166,32.5382,Auckland,New Zealand
475998,1988,64.7618,32.5058,Auckland,New Zealand
475999,1988,61.0772,32.6318,Auckland,New Zealand
476000,1988,60.188,32.6426,Auckland,New Zealand
476001,1988,57.0056,32.7146,Auckland,New Zealand
476002,1988,56.1362,32.603,Auckland,New Zealand
476003,1988,55.6574,32.6228,Auckland,New Zealand
476004,1988,57.8228,32.5706,Auckland,New Zealand
476005,1988,58.766,32.5832,Auckland,New Zealand
476006,1988,62.4848,32.6498,Auckland,New Zealand
476007,1988,65.2172,32.6624,Auckland,New Zealand
476008,1989,67.0496,33.584,Auckland,New Zealand
476009,1989,66.8102,32.5994,Auckland,New Zealand
476010,1989,66.7634,32.7542,Auckland,New Zealand
476011,1989,63.2066,33.188,NA,NA
476012,1989,59.1188,32.522,Auckland,New Zealand
476013,1989,56.5916,33.0188,Auckland,New Zealand
476014,1989,52.8854,33.0962,Auckland,New Zealand
476015,1989,55.0076,33.1844,Auckland,New Zealand
476016,1989,58.037,32.6066,Auckland,New Zealand
476017,1989,59.5418,32.5796,Auckland,New Zealand
476018,1989,62.0708,32.567,Auckland,New Zealand
476019,1989,63.3722,32.4536,Auckland,New Zealand
476020,1990,66.767,32.6264,Auckland,New Zealand
476021,1990,70.1654,33.0422,Auckland,New Zealand
476022,1990,68.5454,32.6138,Auckland,New Zealand
476023,1990,64.2686,32.8262,Auckland,New Zealand
476024,1990,60.0404,32.5526,Auckland,New Zealand
476025,1990,55.2164,32.99,Auckland,New Zealand
476026,1990,55.4702,32.9252,Auckland,New Zealand
476027,1990,55.3838,32.8154,Auckland,New Zealand
476028,1990,54.4532,32.7398,Auckland,New Zealand
476029,1990,59.1638,32.6102,Auckland,New Zealand
476030,1990,61.565,32.828,Auckland,New Zealand
476031,1990,64.5116,32.7272,Auckland,New Zealand
476032,1991,66.7454,32.9216,Auckland,New Zealand
476033,1991,68.0378,32.5112,Auckland,New Zealand
476034,1991,65.534,32.5706,Auckland,New Zealand
476035,1991,61.4876,32.378,Auckland,New Zealand
476036,1991,58.154,32.522,Auckland,New Zealand
476037,1991,55.049,33.4094,Auckland,New Zealand
476038,1991,53.8628,32.45,Auckland,New Zealand
476039,1991,56.1506,32.9846,Auckland,New Zealand
476040,1991,56.7068,32.5652,Auckland,New Zealand
476041,1991,56.9192,32.9252,Auckland,New Zealand
476042,1991,58.1054,32.5652,Auckland,New Zealand
476043,1991,62.9168,32.4644,Auckland,New Zealand
476044,1992,66.1046,32.5256,Auckland,New Zealand
476045,1992,66.7922,32.7074,Auckland,New Zealand
476046,1992,63.3794,32.423,Auckland,New Zealand
476047,1992,58.343,32.8082,Auckland,New Zealand
476048,1992,56.2226,33.0062,Auckland,New Zealand
476049,1992,54.212,32.9072,Auckland,New Zealand
476050,1992,55.22,32.927,Auckland,New Zealand
476051,1992,53.258,33.0674,Auckland,New Zealand
476052,1992,53.7782,32.6012,Auckland,New Zealand
476053,1992,56.0858,32.7146,Auckland,New Zealand
476054,1992,61.4264,32.8892,Auckland,New Zealand
476055,1992,63.0284,33.4616,Auckland,New Zealand
476056,1993,65.4764,32.9918,Auckland,New Zealand
476057,1993,65.5196,32.5814,Auckland,New Zealand
476058,1993,63.977,33.2222,Auckland,New Zealand
476059,1993,60.3392,33.5858,Auckland,New Zealand
476060,1993,58.8038,33.7982,Auckland,New Zealand
476061,1993,56.705,34.1636,Auckland,New Zealand
476062,1993,53.0708,33.3176,Auckland,New Zealand
476063,1993,52.2572,33.9728,Auckland,New Zealand
476064,1993,53.6324,32.8316,Auckland,New Zealand
476065,1993,57.6356,32.4068,Auckland,New Zealand
476066,1993,58.0334,32.7758,Auckland,New Zealand
476067,1993,61.8818,32.3996,Auckland,New Zealand
476068,1994,67.4186,32.4878,Auckland,New Zealand
476069,1994,67.5752,32.6786,Auckland,New Zealand
476070,1994,63.7268,33.0116,Auckland,New Zealand
476071,1994,61.5812,32.414,Auckland,New Zealand
476072,1994,59.6714,32.5004,Auckland,New Zealand
476073,1994,54.518,32.9054,Auckland,New Zealand
476074,1994,53.4524,32.7938,Auckland,New Zealand
476075,1994,53.942,32.6084,Auckland,New Zealand
476076,1994,54.3164,32.3042,Auckland,New Zealand
476077,1994,55.8536,32.4644,Auckland,New Zealand
476078,1994,60.0746,32.7578,Auckland,New Zealand
476079,1994,64.1966,32.6048,Auckland,New Zealand
476080,1995,66.7688,32.5382,Auckland,New Zealand
476081,1995,68.3708,32.576,Auckland,New Zealand
476082,1995,66.9164,32.9648,Auckland,New Zealand
476083,1995,65.4332,32.6984,Auckland,New Zealand
476084,1995,60.3086,32.4986,Auckland,New Zealand
476085,1995,55.6934,32.621,Auckland,New Zealand
476086,1995,53.6234,32.5922,Auckland,New Zealand
476087,1995,53.699,32.4482,Auckland,New Zealand
476088,1995,55.9274,32.3222,Auckland,New Zealand
476089,1995,57.1946,32.4464,Auckland,New Zealand
476090,1995,59.7272,32.4068,Auckland,New Zealand
476091,1995,65.3018,32.4536,Auckland,New Zealand
476092,1996,67.658,32.5382,Auckland,New Zealand
476093,1996,68.7992,32.486,Auckland,New Zealand
476094,1996,64.7222,32.567,Auckland,New Zealand
476095,1996,63.9536,32.5544,Auckland,New Zealand
476096,1996,58.487,32.4212,Auckland,New Zealand
476097,1996,54.6296,32.4014,Auckland,New Zealand
476098,1996,54.8402,32.2448,Auckland,New Zealand
476099,1996,54.1922,32.4248,Auckland,New Zealand
476100,1996,57.695,32.4122,Auckland,New Zealand
476101,1996,58.199,32.4248,Auckland,New Zealand
476102,1996,59.7596,32.36,Auckland,New Zealand
476103,1996,62.5154,32.2952,Auckland,New Zealand
476104,1997,64.2758,32.333,Auckland,New Zealand
476105,1997,67.325,32.5022,Auckland,New Zealand
476106,1997,65.2568,32.54,Auckland,New Zealand
476107,1997,60.6002,32.3816,Auckland,New Zealand
476108,1997,60.3176,32.2952,Auckland,New Zealand
476109,1997,54.9212,32.5724,Auckland,New Zealand
476110,1997,53.0798,32.5706,Auckland,New Zealand
476111,1997,53.3462,32.324,Auckland,New Zealand
476112,1997,55.427,32.423,Auckland,New Zealand
476113,1997,57.2,32.5634,Auckland,New Zealand
476114,1997,60.8378,32.6246,Auckland,New Zealand
476115,1997,64.067,32.4356,Auckland,New Zealand
476116,1998,66.8318,32.288,Auckland,New Zealand
476117,1998,70.7882,32.4644,Auckland,New Zealand
476118,1998,68.2556,32.6444,Auckland,New Zealand
476119,1998,64.211,32.8964,Auckland,New Zealand
476120,1998,60.5426,32.3492,Auckland,New Zealand
476121,1998,58.4492,32.5814,Auckland,New Zealand
476122,1998,58.316,32.5076,Auckland,New Zealand
476123,1998,55.5008,32.2682,Auckland,New Zealand
476124,1998,57.4718,32.3384,Auckland,New Zealand
476125,1998,59.9576,32.6156,Auckland,New Zealand
476126,1998,62.0294,32.531,Auckland,New Zealand
476127,1998,64.7618,32.414,Auckland,New Zealand
476128,1999,69.3536,32.4086,Auckland,New Zealand
476129,1999,68.018,32.495,Auckland,New Zealand
476130,1999,68.3618,32.3618,Auckland,New Zealand
476131,1999,63.5162,32.639,Auckland,New Zealand
476132,1999,60.782,32.5742,Auckland,New Zealand
476133,1999,56.5016,32.7974,Auckland,New Zealand
476134,1999,55.3172,32.5256,Auckland,New Zealand
476135,1999,54.3992,32.4428,Auckland,New Zealand
476136,1999,56.8238,32.6462,Auckland,New Zealand
476137,1999,59.6084,32.693,Auckland,New Zealand
476138,1999,61.9934,32.4374,Auckland,New Zealand
476139,1999,62.5928,32.4968,Auckland,New Zealand
476140,2000,65.543,32.2376,Auckland,New Zealand
476141,2000,67.2062,32.3456,Auckland,New Zealand
476142,2000,65.5682,32.4878,Auckland,New Zealand
476143,2000,63.0914,32.4374,Auckland,New Zealand
476144,2000,60.701,32.4032,Auckland,New Zealand
476145,2000,56.9066,32.3312,Auckland,New Zealand
476146,2000,57.5546,32.7002,Auckland,New Zealand
476147,2000,54.9806,32.6516,Auckland,New Zealand
476148,2000,56.6204,32.4104,Auckland,New Zealand
476149,2000,58.3106,32.5256,Auckland,New Zealand
476150,2000,58.5518,32.549,Auckland,New Zealand
476151,2000,64.8338,32.351,Auckland,New Zealand
476152,2001,65.2298,32.3636,Auckland,New Zealand
476153,2001,68.756,32.5292,Auckland,New Zealand
476154,2001,65.9552,32.4896,Auckland,New Zealand
476155,2001,62.7656,32.5022,Auckland,New Zealand
476156,2001,60.6866,32.3366,Auckland,New Zealand
476157,2001,55.5494,32.8928,Auckland,New Zealand
476158,2001,53.3696,32.7866,Auckland,New Zealand
476159,2001,55.3856,32.324,Auckland,New Zealand
476160,2001,56.9516,32.5112,Auckland,New Zealand
476161,2001,60.5246,32.306,Auckland,New Zealand
476162,2001,61.6928,32.3582,Auckland,New Zealand
476163,2001,65.435,32.3906,Auckland,New Zealand
476164,2002,66.0668,32.6138,Auckland,New Zealand
476165,2002,66.5384,32.4356,Auckland,New Zealand
476166,2002,66.4988,32.396,Auckland,New Zealand
476167,2002,61.4588,32.6948,Auckland,New Zealand
476168,2002,60.2024,32.387,Auckland,New Zealand
476169,2002,59.1836,32.7794,Auckland,New Zealand
476170,2002,54.9698,32.4032,Auckland,New Zealand
476171,2002,54.6584,32.3672,Auckland,New Zealand
476172,2002,56.6978,32.2466,Auckland,New Zealand
476173,2002,56.0084,32.7596,Auckland,New Zealand
476174,2002,58.7822,32.5202,Auckland,New Zealand
476175,2002,63.2408,32.3888,Auckland,New Zealand
476176,2003,65.4206,32.3204,Auckland,New Zealand
476177,2003,66.5618,32.684,Auckland,New Zealand
476178,2003,66.3368,32.6336,Auckland,New Zealand
476179,2003,62.5406,32.684,Auckland,New Zealand
476180,2003,60.2996,32.6264,Auckland,New Zealand
476181,2003,58.5248,32.4806,Auckland,New Zealand
476182,2003,53.033,33.0926,Auckland,New Zealand
476183,2003,54.5108,32.432,Auckland,New Zealand
476184,2003,56.8436,32.3474,Auckland,New Zealand
476185,2003,56.8634,32.6264,Auckland,New Zealand
476186,2003,59.8244,32.3834,Auckland,New Zealand
476187,2003,64.7168,32.3762,Auckland,New Zealand
476188,2004,67.802,32.4392,Auckland,New Zealand
476189,2004,66.1964,32.468,Auckland,New Zealand
476190,2004,62.7728,32.3924,Auckland,New Zealand
476191,2004,60.4346,32.6228,Auckland,New Zealand
476192,2004,59.6858,32.5256,Auckland,New Zealand
476193,2004,57.0038,32.6372,Auckland,New Zealand
476194,2004,53.6,32.3618,Auckland,New Zealand
476195,2004,52.763,32.4212,Auckland,New Zealand
476196,2004,54.9068,32.2718,Auckland,New Zealand
476197,2004,57.6266,32.3744,Auckland,New Zealand
476198,2004,60.7838,32.351,Auckland,New Zealand
476199,2004,60.2006,32.3834,Auckland,New Zealand
476200,2005,65.579,32.4626,Auckland,New Zealand
476201,2005,68.6102,32.3834,Auckland,New Zealand
476202,2005,67.2728,32.3618,Auckland,New Zealand
476203,2005,62.2814,32.6012,Auckland,New Zealand
476204,2005,60.9908,32.3888,Auckland,New Zealand
476205,2005,55.8068,32.4806,Auckland,New Zealand
476206,2005,56.381,32.3456,Auckland,New Zealand
476207,2005,55.058,32.4734,Auckland,New Zealand
476208,2005,57.5582,32.4878,Auckland,New Zealand
476209,2005,58.4852,32.3276,Auckland,New Zealand
476210,2005,60.845,32.5634,Auckland,New Zealand
476211,2005,65.7464,32.4572,Auckland,New Zealand
476212,2006,67.127,32.3942,Auckland,New Zealand
476213,2006,67.7498,32.3294,Auckland,New Zealand
476214,2006,65.2892,32.5292,Auckland,New Zealand
476215,2006,64.1624,32.6786,Auckland,New Zealand
476216,2006,59.2394,32.4662,Auckland,New Zealand
476217,2006,53.3102,32.7884,Auckland,New Zealand
476218,2006,54.338,32.5058,Auckland,New Zealand
476219,2006,54.5612,32.4284,Auckland,New Zealand
476220,2006,57.4898,32.3636,Auckland,New Zealand
476221,2006,57.263,32.4536,Auckland,New Zealand
476222,2006,60.6092,32.585,Auckland,New Zealand
476223,2006,60.4112,32.5364,Auckland,New Zealand
476224,2007,66.0992,32.2898,Auckland,New Zealand
476225,2007,67.2206,32.4374,Auckland,New Zealand
476226,2007,67.1054,32.4464,Auckland,New Zealand
476227,2007,61.8008,32.8892,Auckland,New Zealand
476228,2007,61.0268,32.468,Auckland,New Zealand
476229,2007,56.6654,32.3672,Auckland,New Zealand
476230,2007,55.7132,32.486,Auckland,New Zealand
476231,2007,55.7528,32.2844,Auckland,New Zealand
476232,2007,56.7644,32.5112,Auckland,New Zealand
476233,2007,57.839,32.4338,Auckland,New Zealand
476234,2007,60.206,32.5598,Auckland,New Zealand
476235,2007,64.679,32.3744,Auckland,New Zealand
476236,2008,68.2592,32.585,Auckland,New Zealand
476237,2008,67.6022,32.3636,Auckland,New Zealand
476238,2008,67.2116,32.3942,Auckland,New Zealand
476239,2008,63.4388,32.5904,Auckland,New Zealand
476240,2008,57.5132,32.9252,Auckland,New Zealand
476241,2008,57.1568,32.684,Auckland,New Zealand
476242,2008,55.2866,32.2898,Auckland,New Zealand
476243,2008,54.3866,32.8244,Auckland,New Zealand
476244,2008,56.6942,32.5364,Auckland,New Zealand
476245,2008,57.7436,32.3978,Auckland,New Zealand
476246,2008,61.0088,32.5436,Auckland,New Zealand
476247,2008,63.9338,32.4086,Auckland,New Zealand
476248,2009,66.9722,32.7272,Auckland,New Zealand
476249,2009,69.2852,32.6048,Auckland,New Zealand
476250,2009,65.2694,32.7416,Auckland,New Zealand
476251,2009,62.3264,32.8676,Auckland,New Zealand
476252,2009,56.1794,32.8856,Auckland,New Zealand
476253,2009,53.9726,32.702,Auckland,New Zealand
476254,2009,54.1616,32.5508,Auckland,New Zealand
476255,2009,56.7752,32.3942,Auckland,New Zealand
476256,2009,56.9048,32.5472,Auckland,New Zealand
476257,2009,56.201,32.5886,Auckland,New Zealand
476258,2009,60.5444,32.6732,Auckland,New Zealand
476259,2009,63.752,32.324,Auckland,New Zealand
476260,2010,66.2864,32.261,Auckland,New Zealand
476261,2010,69.6866,32.7758,Auckland,New Zealand
476262,2010,66.2972,32.648,Auckland,New Zealand
476263,2010,63.0824,32.5166,Auckland,New Zealand
476264,2010,60.0332,32.5202,Auckland,New Zealand
476265,2010,56.5682,32.4698,Auckland,New Zealand
476266,2010,54.0536,32.4896,Auckland,New Zealand
476267,2010,56.1182,32.4356,Auckland,New Zealand
476268,2010,57.128,32.522,Auckland,New Zealand
476269,2010,57.2054,32.513,Auckland,New Zealand
476270,2010,61.5848,32.5976,Auckland,New Zealand
476271,2010,66.6986,32.7974,Auckland,New Zealand
476272,2011,68.2952,32.549,Auckland,New Zealand
476273,2011,69.6776,32.3834,Auckland,New Zealand
476274,2011,66.7436,32.5004,Auckland,New Zealand
476275,2011,62.9474,32.7416,Auckland,New Zealand
476276,2011,61.7252,32.369,Auckland,New Zealand
476277,2011,58.1198,32.6084,Auckland,New Zealand
476278,2011,55.0886,32.3996,Auckland,New Zealand
